Artikelname,BildURL,data_id,data_productid,data_index,title_attribute,ref,unit_title,unit_value,unit_label,tags,volume_raw,volume_liters
Havana Club Seleccion de Maestro (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-1352_uwFbiEWAMiEFgZJzz-small.jpg,2E7sQjkiv2Bo8Ww7B,2E7sQjkiv2Bo8Ww7B,2029,Havana Club Seleccion de Maestro (0.7l),21007,Fl,fl,Fl,,0.7l,0.7
"Havana Cola Dose (0,33l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230731-1141_D8gKcxATjbRFBnMhA-small.jpeg,9vQveXLRrsQfb3E7h,9vQveXLRrsQfb3E7h,2030,"Havana Cola Dose (0,33l)",21170,Pack,pack,Pack,,"0,33l",0.33
"Haynes Rum (0,5l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231206-1609_ekLCYD9u5mWZibW2A-small.jpeg,Y85LvrTFWMo3kCJBg,Y85LvrTFWMo3kCJBg,2036,"Haynes Rum (0,5l)",21171,Fl,fl,Fl,,"0,5l",0.5
"Humbel Guajira Ron Blanco (0,7l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250512-1302_ReStpLaYF9gzyyh4k-small.jpeg,RHdj6bjxuQibXxdCH,RHdj6bjxuQibXxdCH,2127,"Humbel Guajira Ron Blanco          (0,7l)",21176,Fl,fl,Fl,Vorbesteller | Vorbesteller,"0,7l",0.7
Legendario Elixier de Cuba 7 Jahre (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230511-0944_WZWuhKznBMRoTyL8A-small.jpg,KWBcwtoiwZJEKmm6y,KWBcwtoiwZJEKmm6y,2533,Legendario Elixier de Cuba 7 Jahre (0.7l),21154,Fl,fl,Fl,,0.7l,0.7
Malecon 12years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230511-0944_SAwMK43RevdoZZvLZ-small.png,Eq38L2qyHT6D6MYBw,Eq38L2qyHT6D6MYBw,2683,Malecon 12years (0.7l),21083,Fl,fl,Fl,,0.7l,0.7
Malecon 18years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230511-0922_HNhjYnSjcNETqLjqx-small.jpg,MYZfzXre8qM4vrZzs,MYZfzXre8qM4vrZzs,2684,Malecon 18years (0.7l),21084,Fl,fl,Fl,,0.7l,0.7
Malecon 21years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230511-0922_d5b4y6NCB2kGrPk4T-small.jpg,QXEbyJ7HbemaLvZNL,QXEbyJ7HbemaLvZNL,2685,Malecon 21years (0.7l),21085,Fl,fl,Fl,,0.7l,0.7
Malecon 25years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230511-0922_qAN5nFNs4SjuLYtwf-small.jpg,cXbJQoNQFLrL7LZDc,cXbJQoNQFLrL7LZDc,2686,Malecon 25years (0.7l),21086,Fl,fl,Fl,,0.7l,0.7
Malecon 3years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230511-0921_jEFySys9E6dvzwqCu-small.jpg,ZumFHxkiJvu5nnwiy,ZumFHxkiJvu5nnwiy,2687,Malecon 3years (0.7l),21081,Fl,fl,Fl,,0.7l,0.7
