"Kunde";"Bestelldatum";"Bestelldatum_Roh";"Bestellzeit";"Bestellnummer";"Zustelldatum";"Bestellübersicht";"Interne Tags"
"Cenkinz";"Mo., 17.11.25 13:40";"Mo., 17.11.25";"13:40";"12408-250037861";"Do., 20.11.25";"7";""
"24 sieben Shop Innere Laufe Gasse 14/16";"Mo., 17.11.25 13:32";"Mo., 17.11.25";"13:32";"12042-250037860";"Di., 18.11.25";"3";""
"Meilenstein Massivhaus GmbH";"Mo., 17.11.25 13:19";"Mo., 17.11.25";"13:19";"11812-250037859";"Mi., 19.11.25";"6";""
"Monte Bar";"Mo., 17.11.25 13:07";"Mo., 17.11.25";"13:07";"12711-250037858";"Do., 20.11.25";"17";""
"Keepers and Cooks GmbH Event in Haus";"Mo., 17.11.25 12:55";"Mo., 17.11.25";"12:55";"12122-250037857";"Di., 18.11.25";"13";""
"24 sieben Shop Dr. Kurt-Schuhmacher-Str. 13";"Mo., 17.11.25 12:48";"Mo., 17.11.25";"12:48";"12243-250037856";"Di., 18.11.25";"1";""
"Mövenpick Restaurant Nürnberg";"Mo., 17.11.25 12:48";"Mo., 17.11.25";"12:48";"10592-250037855";"Di., 18.11.25";"3";""
"dasPaul Restaurant & Hotel";"Mo., 17.11.25 12:37";"Mo., 17.11.25";"12:37";"10134-250037854";"Di., 18.11.25";"1";""
"China Restaurant ASIA HOUSE";"Mo., 17.11.25 12:31";"Mo., 17.11.25";"12:31";"10884-250037853";"Mi., 19.11.25";"15";""
"Brasserie Nitz";"Mo., 17.11.25 12:30";"Mo., 17.11.25";"12:30";"11477-250037852";"Di., 18.11.25";"3";""
"Restaurant San Remo";"Mo., 17.11.25 12:29";"Mo., 17.11.25";"12:29";"12134-250037851";"Di., 18.11.25";"5";""
"Ricchi e Poveri";"Mo., 17.11.25 12:22";"Mo., 17.11.25";"12:22";"12808-250037850";"Di., 18.11.25";"9";""
"Cocoon Amberg Fine Asian";"Mo., 17.11.25 12:16";"Mo., 17.11.25";"12:16";"10501-250037849";"Di., 18.11.25";"1";""
"Gasthof Weißes Lamm";"Mo., 17.11.25 12:07";"Mo., 17.11.25";"12:07";"12992-250037848";"Di., 18.11.25";"5";""
"Cocoon Amberg Fine Asian";"Mo., 17.11.25 12:06";"Mo., 17.11.25";"12:06";"10501-250037847";"Di., 18.11.25";"26";""
"Beim Almosmüller";"Mo., 17.11.25 12:01";"Mo., 17.11.25";"12:01";"11488-250037846";"Di., 18.11.25";"7";""
"Die Box Club GmbH";"Mo., 17.11.25 12:00";"Mo., 17.11.25";"12:00";"12722-250037845";"Mi., 19.11.25";"7";""
"Ambulantes BehandlungsCentrum GmbH";"Mo., 17.11.25 11:46";"Mo., 17.11.25";"11:46";"12983-250037844";"Di., 18.11.25";"1";""
"Bucherer Deutschland GmbH";"Mo., 17.11.25 11:46";"Mo., 17.11.25";"11:46";"12093-250037843";"Di., 18.11.25";"4";""
"Bäckerei Feihl - Filiale Ob. Markt";"Mo., 17.11.25 11:42";"Mo., 17.11.25";"11:42";"13760-250037842";"Do., 20.11.25";"7";""
"WON";"Mo., 17.11.25 11:11";"Mo., 17.11.25";"11:11";"10554-250037841";"Mi., 19.11.25";"23";""
"Soccer Halle Nürnberg GmbH ( KICKFABRIK )";"Mo., 17.11.25 11:01";"Mo., 17.11.25";"11:01";"12733-250037840";"Di., 18.11.25";"3";""
"Fablab Nürnberg e. V.";"Mo., 17.11.25 10:59";"Mo., 17.11.25";"10:59";"13280-250037839";"Mi., 19.11.25";"13";""
"Goldener Pudel";"Mo., 17.11.25 10:52";"Mo., 17.11.25";"10:52";"10003-250037838";"Di., 18.11.25";"4";""
"Bäcker Feihl - Regensburger Straße";"Mo., 17.11.25 10:49";"Mo., 17.11.25";"10:49";"13795-250037837";"Do., 20.11.25";"14";""
"Café Maulbeere CK Citykirchen gGmbH";"Mo., 17.11.25 10:37";"Mo., 17.11.25";"10:37";"13842-250037836";"Di., 18.11.25";"8";""
"24 sieben Shop Josephplatz 24";"Mo., 17.11.25 10:26";"Mo., 17.11.25";"10:26";"12633-250037835";"Di., 18.11.25";"3";""
"Maro Entertainment GmbH (Blu Bowl)";"Mo., 17.11.25 10:24";"Mo., 17.11.25";"10:24";"12204-250037834";"Di., 18.11.25";"16";""
"Italia Traditionale GbR";"Mo., 17.11.25 10:15";"Mo., 17.11.25";"10:15";"13061-250037833";"Di., 18.11.25";"5";""
"Café Kraft GmbH";"Mo., 17.11.25 10:10";"Mo., 17.11.25";"10:10";"10590-250037832";"Di., 18.11.25";"7";""
"Gasthaus Hempels Erlangen";"Mo., 17.11.25 10:10";"Mo., 17.11.25";"10:10";"13257-250037831";"Mi., 19.11.25";"11";""
"Indoor Funpark Pleinfeld GmbH & Co KG";"Mo., 17.11.25 10:09";"Mo., 17.11.25";"10:09";"12199-250037830";"Mi., 19.11.25";"10";""
"24 sieben Shop Luitpoldstraße 10";"Mo., 17.11.25 09:42";"Mo., 17.11.25";"09:42";"12481-250037829";"Di., 18.11.25";"4";""
"Sumitomo (SHI) Demag Plastics Machinery GmbH / Anwendungstechnik";"Mo., 17.11.25 09:34";"Mo., 17.11.25";"09:34";"13032-250037828";"Di., 18.11.25";"3";""
"Sumitomo (SHI) Demag Plastics Machinery GmbH / Vertriebsgebäude";"Mo., 17.11.25 09:30";"Mo., 17.11.25";"09:30";"13034-250037827";"Di., 18.11.25";"2";""
"Sumitomo (SHI) Demag Plastics Machinery GmbH / Vertriebsgebäude";"Mo., 17.11.25 09:29";"Mo., 17.11.25";"09:29";"13034-250037826";"Di., 18.11.25";"4";""
"Sumitomo (SHI) Demag Plastics Machinery GmbH / Anwendungstechnik";"Mo., 17.11.25 09:26";"Mo., 17.11.25";"09:26";"13032-250037825";"Di., 18.11.25";"4";""
"Bäcker Feihl -  Maria-Hilf-Straße";"Mo., 17.11.25 09:14";"Mo., 17.11.25";"09:14";"13778-250037824";"Do., 20.11.25";"7";""
"Drees & Sommer SE";"Mo., 17.11.25 09:12";"Mo., 17.11.25";"09:12";"13039-250037823";"Mi., 19.11.25";"1";""
"Soccer Halle Nürnberg GmbH ( KICKFABRIK )";"Mo., 17.11.25 09:06";"Mo., 17.11.25";"09:06";"12733-250037822";"Di., 18.11.25";"22";""
"H. VESTNER GmbH Dienstleistungen";"Mo., 17.11.25 08:59";"Mo., 17.11.25";"08:59";"12311-250037821";"Di., 18.11.25";"1";""
"CDC Gastro GmbH";"Mo., 17.11.25 08:52";"Mo., 17.11.25";"08:52";"12092-250037820";"Di., 18.11.25";"15";""
"MVZ Labor Limbach Nürnberg";"Mo., 17.11.25 08:47";"Mo., 17.11.25";"08:47";"10914-250037819";"Mi., 19.11.25";"3";""
"Bäcker Feihl -  Schwabacher Straße 5";"Mo., 17.11.25 08:47";"Mo., 17.11.25";"08:47";"13781-250037818";"Mi., 19.11.25";"6";""
"Wurstdurst";"Mo., 17.11.25 08:42";"Mo., 17.11.25";"08:42";"10232-250037817";"Di., 18.11.25";"20";""
"Thekenfabrik";"Mo., 17.11.25 08:40";"Mo., 17.11.25";"08:40";"10797-250037816";"Di., 18.11.25";"17";""
"Bäcker Feihl - Dr.-Gustav-Heinemann-Straße";"Mo., 17.11.25 08:37";"Mo., 17.11.25";"08:37";"13794-250037815";"Di., 18.11.25";"8";""
"Bäcker Feihl - Oppelner Straße";"Mo., 17.11.25 08:34";"Mo., 17.11.25";"08:34";"13771-250037814";"Di., 18.11.25";"1";""
"Bäcker Feihl -  Kilianstraße";"Mo., 17.11.25 08:30";"Mo., 17.11.25";"08:30";"13780-250037813";"Di., 18.11.25";"5";""
"Der Bäcker Feihl GmbH";"Mo., 17.11.25 08:26";"Mo., 17.11.25";"08:26";"13185-250037812";"Di., 18.11.25";"9";""
"Bäcker Feihl -  Mimberger Straße 43";"Mo., 17.11.25 08:18";"Mo., 17.11.25";"08:18";"13773-250037811";"Do., 20.11.25";"2";""
"Bäcker Feihl - Matthäus-Hermann-Platz";"Mo., 17.11.25 08:13";"Mo., 17.11.25";"08:13";"13792-250037810";"Di., 18.11.25";"1";""
"Italian Friends GmbH";"Mo., 17.11.25 08:07";"Mo., 17.11.25";"08:07";"12374-250037809";"Do., 20.11.25";"3";""
"Italian Friends GmbH";"Mo., 17.11.25 08:05";"Mo., 17.11.25";"08:05";"12374-250037808";"Do., 20.11.25";"3";""
"A.K.N. e.V.";"Mo., 17.11.25 08:03";"Mo., 17.11.25";"08:03";"13378-250037807";"Di., 18.11.25";"12";""
"Bäcker Feihl - Centrum 12";"Mo., 17.11.25 07:48";"Mo., 17.11.25";"07:48";"13764-250037806";"Do., 20.11.25";"9";""
"Bäcker Feihl - Neumarkter Straße";"Mo., 17.11.25 07:36";"Mo., 17.11.25";"07:36";"13769-250037805";"Do., 20.11.25";"1";""
"Bäcker Feihl -  Dammstraße 1";"Mo., 17.11.25 07:22";"Mo., 17.11.25";"07:22";"13777-250037804";"Di., 18.11.25";"9";""
"Bäcker Feihl - Dombühler Straße";"Mo., 17.11.25 07:08";"Mo., 17.11.25";"07:08";"13766-250037803";"Di., 18.11.25";"11";""
"Bäcker Feihl - Adamstraße";"Mo., 17.11.25 07:01";"Mo., 17.11.25";"07:01";"13796-250037802";"Di., 18.11.25";"8";""
"Bäcker Feihl - Holzgartenstraße";"Mo., 17.11.25 06:59";"Mo., 17.11.25";"06:59";"13765-250037801";"Di., 18.11.25";"2";""
"Der Bäcker Feihl GmbH";"Mo., 17.11.25 06:37";"Mo., 17.11.25";"06:37";"13886-250037800";"Di., 18.11.25";"5";""
"Bäcker Feihl - Burgschmietstraße";"Mo., 17.11.25 06:31";"Mo., 17.11.25";"06:31";"13791-250037799";"Di., 18.11.25";"12";""
"Schimanski Event GmbH";"Mo., 17.11.25 06:25";"Mo., 17.11.25";"06:25";"13925-250037798";"Mi., 19.11.25";"1";""
"Schimanski Event GmbH";"Mo., 17.11.25 06:24";"Mo., 17.11.25";"06:24";"13925-250037797";"Mi., 19.11.25";"23";""
"Nachtcafé";"Mo., 17.11.25 04:07";"Mo., 17.11.25";"04:07";"10024-250037796";"Mo., 17.11.25";"50";""
"Premier Inn Opernhaus";"Mo., 17.11.25 04:04";"Mo., 17.11.25";"04:04";"11680-250037795";"Mo., 17.11.25";"14";""
"HOY Hospitality GmbH";"Mo., 17.11.25 00:40";"Mo., 17.11.25";"00:40";"13926-250037794";"Mo., 17.11.25";"6";""
"BNB GmbH";"Mo., 17.11.25 00:33";"Mo., 17.11.25";"00:33";"14083-250037793";"Do., 20.11.25";"33";""
"Tam Tam Ingolstadt GmbH";"So., 16.11.25 23:42";"So., 16.11.25";"23:42";"12049-250037792";"Di., 18.11.25";"86";""
"Holuc-Eat & Meet GmbH";"So., 16.11.25 23:32";"So., 16.11.25";"23:32";"14019-250037791";"Mo., 17.11.25";"3";""
"Burschicoos";"So., 16.11.25 23:03";"So., 16.11.25";"23:03";"13611-250037790";"Mi., 19.11.25";"17";""
"Holuc-Eat & Meet GmbH";"So., 16.11.25 22:41";"So., 16.11.25";"22:41";"14019-250037789";"Mo., 17.11.25";"9";""
"Original Berliner Döner";"So., 16.11.25 22:35";"So., 16.11.25";"22:35";"12749-250037788";"Do., 20.11.25";"5";""
"24/7 Kiosk Cube am Hauptmarkt";"So., 16.11.25 22:35";"So., 16.11.25";"22:35";"13166-250037787";"Mo., 17.11.25";"3";""
"Kiosk& Souvenirs am Hauptmarkt";"So., 16.11.25 22:29";"So., 16.11.25";"22:29";"13165-250037786";"Mo., 17.11.25";"9";""
"Original Berliner Döner";"So., 16.11.25 22:29";"So., 16.11.25";"22:29";"12058-250037785";"Mo., 17.11.25";"8";""
"HENRII Gastronomie GmbH";"So., 16.11.25 22:29";"So., 16.11.25";"22:29";"11212-250037784";"Mo., 17.11.25";"11";""
"Kart Mohnlein GmbH & Co. KG";"So., 16.11.25 22:26";"So., 16.11.25";"22:26";"12506-250037783";"Mo., 17.11.25";"34";""
"24/7 Kiosk Cube am Hauptmarkt";"So., 16.11.25 22:25";"So., 16.11.25";"22:25";"13166-250037782";"Mo., 17.11.25";"18";""
"Ja Mas";"So., 16.11.25 22:23";"So., 16.11.25";"22:23";"12082-250037781";"Mo., 17.11.25";"6";""
"Burgerheart Nürnberg GmbH";"So., 16.11.25 22:22";"So., 16.11.25";"22:22";"11177-250037780";"Mo., 17.11.25";"15";""
"La Empanaderia";"So., 16.11.25 22:21";"So., 16.11.25";"22:21";"12804-250037779";"Di., 18.11.25";"9";""
"JINH GmbH";"So., 16.11.25 22:10";"So., 16.11.25";"22:10";"12272-250037778";"Mo., 17.11.25";"24";""
"Little Hiro";"So., 16.11.25 21:57";"So., 16.11.25";"21:57";"10728-250037777";"Mo., 17.11.25";"9";""
"Original Berliner Döner Erlangen";"So., 16.11.25 21:54";"So., 16.11.25";"21:54";"12330-250037776";"Mo., 17.11.25";"11";""
"Ludwigs Bar & Café";"So., 16.11.25 21:31";"So., 16.11.25";"21:31";"13263-250037775";"Mo., 17.11.25";"4";""
"IBRA GRILL";"So., 16.11.25 21:31";"So., 16.11.25";"21:31";"13995-250037774";"Mo., 17.11.25";"2";""
"Die Rosi";"So., 16.11.25 21:30";"So., 16.11.25";"21:30";"12906-250037773";"Mo., 17.11.25";"19";""
"BurgerBar Kuhmuhne GmbH";"So., 16.11.25 21:26";"So., 16.11.25";"21:26";"11360-250037772";"Mo., 17.11.25";"1";""
"DER Stern";"So., 16.11.25 21:24";"So., 16.11.25";"21:24";"11799-250037771";"Mi., 19.11.25";"6";""
"Brio Bar & Restaurant";"So., 16.11.25 21:06";"So., 16.11.25";"21:06";"13742-250037770";"Mo., 17.11.25";"32";""
"BurgerBar Kuhmuhne GmbH";"So., 16.11.25 21:04";"So., 16.11.25";"21:04";"11360-250037769";"Mo., 17.11.25";"20";""
"Hiro Sakao GmbH Amberg";"So., 16.11.25 20:56";"So., 16.11.25";"20:56";"13595-250037768";"Di., 18.11.25";"21";""
"Bit Stop Burger 2";"So., 16.11.25 20:39";"So., 16.11.25";"20:39";"13817-250037767";"Mo., 17.11.25";"12";""
"Bit Stop Burger";"So., 16.11.25 20:38";"So., 16.11.25";"20:38";"12754-250037766";"Mo., 17.11.25";"13";""
"Rocket Diner";"So., 16.11.25 20:37";"So., 16.11.25";"20:37";"13093-250037765";"Mo., 17.11.25";"13";""
"The Eight";"So., 16.11.25 20:11";"So., 16.11.25";"20:11";"13100-250037764";"Mo., 17.11.25";"9";""
"Laufer Gastro UG";"So., 16.11.25 20:07";"So., 16.11.25";"20:07";"12405-250037763";"Di., 18.11.25";"11";""
"hungry Food & Drink Veitsbronn";"So., 16.11.25 19:58";"So., 16.11.25";"19:58";"12795-250037762";"Mo., 17.11.25";"16";""
"ADTV Tanzstudio Geist";"So., 16.11.25 19:42";"So., 16.11.25";"19:42";"12257-250037761";"Mo., 17.11.25";"10";""
"Indisches Restaurant Ganesha";"So., 16.11.25 19:34";"So., 16.11.25";"19:34";"10121-250037760";"Mo., 17.11.25";"18";""
"Arizona Erlangen GmbH & Co. KG - KU-Kd.-Nr. 2005113";"So., 16.11.25 19:33";"So., 16.11.25";"19:33";"12531-250037759";"Di., 18.11.25";"7";""
"Arizona Erlangen GmbH & Co. KG";"So., 16.11.25 19:30";"So., 16.11.25";"19:30";"10023-250037758";"Di., 18.11.25";"23";""
"Weisses Ross GmbH";"So., 16.11.25 19:27";"So., 16.11.25";"19:27";"12678-250037757";"Di., 18.11.25";"8";""
"Hiro Schwabach";"So., 16.11.25 19:27";"So., 16.11.25";"19:27";"11983-250037756";"Mo., 17.11.25";"5";""
"Burgerheart Fürth GmbH";"So., 16.11.25 19:25";"So., 16.11.25";"19:25";"11422-250037755";"Mo., 17.11.25";"5";""
"Glücksmoment";"So., 16.11.25 18:43";"So., 16.11.25";"18:43";"12883-250037754";"Mi., 19.11.25";"12";""
"Hotel Drei Raben Garni GmbH";"So., 16.11.25 18:29";"So., 16.11.25";"18:29";"10513-250037753";"Mo., 17.11.25";"7";""
"Stadtparkcafé Fürth";"So., 16.11.25 17:52";"So., 16.11.25";"17:52";"10283-250037752";"Mo., 17.11.25";"19";""
"o-sha Thairestaurant";"So., 16.11.25 17:47";"So., 16.11.25";"17:47";"12702-250037751";"Mo., 17.11.25";"11";""
"Hiro Ramen";"So., 16.11.25 17:46";"So., 16.11.25";"17:46";"12781-250037750";"Mo., 17.11.25";"5";""
"Koala GmbH";"So., 16.11.25 17:33";"So., 16.11.25";"17:33";"13824-250037749";"Mo., 17.11.25";"1";""
"Café Herzkaffee";"So., 16.11.25 17:28";"So., 16.11.25";"17:28";"12021-250037748";"Mo., 17.11.25";"18";""
"Männer am Herd UG (haftungsbes";"So., 16.11.25 16:49";"So., 16.11.25";"16:49";"10487-250037747";"Mo., 17.11.25";"22";""
"Galileo GmbH & Co. KG";"So., 16.11.25 16:49";"So., 16.11.25";"16:49";"10022-250037746";"Di., 18.11.25";"27";""
"Tapasitos Nürnberg GmbH";"So., 16.11.25 16:44";"So., 16.11.25";"16:44";"11059-250037745";"Mi., 19.11.25";"23";""
"B&A Gastronomie GmbH (Bahama Bar)";"So., 16.11.25 16:40";"So., 16.11.25";"16:40";"10085-250037744";"Di., 18.11.25";"3";""
"Bahama Bar KU-Depot";"So., 16.11.25 16:39";"So., 16.11.25";"16:39";"12292-250037743";"Di., 18.11.25";"2";""
"Galileo GmbH & Co. KG - KU-Kd.-Nr. 2042311";"So., 16.11.25 16:33";"So., 16.11.25";"16:33";"12530-250037742";"Di., 18.11.25";"3";""
"B&A Gastronomie GmbH (Santos)";"So., 16.11.25 16:31";"So., 16.11.25";"16:31";"10317-250037741";"Di., 18.11.25";"6";""
"Santos-Tapas Bar KU-Depot";"So., 16.11.25 16:30";"So., 16.11.25";"16:30";"12293-250037740";"Di., 18.11.25";"4";""
"Santos DOS";"So., 16.11.25 16:28";"So., 16.11.25";"16:28";"13847-250037739";"Mi., 19.11.25";"6";""
"Haymat GmbH";"So., 16.11.25 16:17";"So., 16.11.25";"16:17";"12487-250037738";"Mo., 17.11.25";"8";""
"Bruderherz GmbH";"So., 16.11.25 16:01";"So., 16.11.25";"16:01";"10767-250037737";"Mo., 17.11.25";"26";""
"Kleine Pause GmbH - Das schiefe Haus";"So., 16.11.25 15:56";"So., 16.11.25";"15:56";"11486-250037736";"Mo., 17.11.25";"15";""
"Orginal Berliner Döner Bamberg";"So., 16.11.25 15:46";"So., 16.11.25";"15:46";"13498-250037735";"Mo., 17.11.25";"7";""
"Ludwig Gastronomie Betriebs GmbH";"So., 16.11.25 15:20";"So., 16.11.25";"15:20";"12709-250037734";"Mo., 17.11.25";"34";""
"Gastro Service West GmbH";"So., 16.11.25 15:10";"So., 16.11.25";"15:10";"12770-250037733";"Mo., 17.11.25";"15";""
"Zeit & Raum";"So., 16.11.25 15:01";"So., 16.11.25";"15:01";"10096-250037732";"Di., 18.11.25";"31";""
"Estragon GmbH";"So., 16.11.25 14:42";"So., 16.11.25";"14:42";"10014-250037731";"Mo., 17.11.25";"12";""
"Original Berliner Döner Fürth";"So., 16.11.25 14:41";"So., 16.11.25";"14:41";"14030-250037730";"Mo., 17.11.25";"5";""
"Die Rakete Gastro GmbH";"So., 16.11.25 14:16";"So., 16.11.25";"14:16";"11864-250037729";"Mi., 19.11.25";"29";""
"Steinplatte Fine Dining GmbH";"So., 16.11.25 14:16";"So., 16.11.25";"14:16";"13351-250037728";"Mo., 17.11.25";"22";""
"Die Rakete Gastro GmbH";"So., 16.11.25 14:01";"So., 16.11.25";"14:01";"11864-250037727";"Mi., 19.11.25";"5";""
"Fogón Productions";"So., 16.11.25 13:43";"So., 16.11.25";"13:43";"10524-250037726";"Mi., 19.11.25";"27";""
"Koala GmbH";"So., 16.11.25 13:38";"So., 16.11.25";"13:38";"13824-250037725";"Mo., 17.11.25";"1";""
"Altstädter Schießhaus GmbH";"So., 16.11.25 13:07";"So., 16.11.25";"13:07";"12427-250037724";"Mo., 17.11.25";"8";""
"PrivatHotel Probst";"So., 16.11.25 12:32";"So., 16.11.25";"12:32";"10141-250037723";"Mo., 17.11.25";"10";""
"Monki Ramen";"So., 16.11.25 11:49";"So., 16.11.25";"11:49";"11508-250037722";"Mo., 17.11.25";"29";""
"Café Queens DD";"So., 16.11.25 11:40";"So., 16.11.25";"11:40";"12623-250037721";"Mo., 17.11.25";"8";""
"Bäcker Feihl - Zollhausstraße";"So., 16.11.25 11:27";"So., 16.11.25";"11:27";"13790-250037720";"Di., 18.11.25";"16";""
"Babylon Kino am Stadtpark";"So., 16.11.25 09:28";"So., 16.11.25";"09:28";"13287-250037719";"Mo., 17.11.25";"4";""
"Harlem GbR";"So., 16.11.25 06:56";"So., 16.11.25";"06:56";"10072-250037718";"Mo., 17.11.25";"43";""
"A & N Gastro GmbH & Co. KG";"So., 16.11.25 03:17";"So., 16.11.25";"03:17";"13848-250037717";"Fr., 21.11.25";"25";""
"LP Konzept GmbH (Bliss)";"So., 16.11.25 01:41";"So., 16.11.25";"01:41";"14010-250037716";"Mi., 19.11.25";"21";""
"Du & Ich";"So., 16.11.25 00:52";"So., 16.11.25";"00:52";"13144-250037715";"Mo., 17.11.25";"4";""
"HAUS 33 Entertainment GmbH";"So., 16.11.25 00:38";"So., 16.11.25";"00:38";"12703-250037714";"Fr., 21.11.25";"8";""
"Arizona Forchheim GmbH & Co.KG";"Sa., 15.11.25 22:56";"Sa., 15.11.25";"22:56";"10025-250037713";"Di., 18.11.25";"13";""
"Henrietta Gastronomie GmbH";"Sa., 15.11.25 22:47";"Sa., 15.11.25";"22:47";"12841-250037712";"Mo., 17.11.25";"16";""
"NaPizza Napoletana GbR Fürth";"Sa., 15.11.25 22:18";"Sa., 15.11.25";"22:18";"10436-250037711";"Mo., 17.11.25";"16";""
"Moritzberg Johannisstraße";"Sa., 15.11.25 22:16";"Sa., 15.11.25";"22:16";"13509-250037710";"Mo., 17.11.25";"5";""
"Nguyen & Pham GbR";"Sa., 15.11.25 22:07";"Sa., 15.11.25";"22:07";"10158-250037709";"Mi., 19.11.25";"8";""
"Gaststätte Park Central";"Sa., 15.11.25 21:50";"Sa., 15.11.25";"21:50";"10387-250037708";"Mi., 19.11.25";"10";""
"Nguyen & Pham GbR";"Sa., 15.11.25 21:47";"Sa., 15.11.25";"21:47";"10158-250037707";"Mo., 17.11.25";"4";""
"Levantine SUAT SEKMEN";"Sa., 15.11.25 21:42";"Sa., 15.11.25";"21:42";"12048-250037706";"Mo., 17.11.25";"3";""
"Mom Restaurant";"Sa., 15.11.25 21:14";"Sa., 15.11.25";"21:14";"13683-250037705";"Mo., 17.11.25";"11";""
"Stadt Nürnberg Jugendamt";"Sa., 15.11.25 20:58";"Sa., 15.11.25";"20:58";"14032-250037704";"Do., 20.11.25";"7";""
"Maximum Events GmbH / Club 199";"Sa., 15.11.25 20:21";"Sa., 15.11.25";"20:21";"13169-250037703";"Mo., 17.11.25";"9";""
"Galaxy Bar Lounge/Stadler Event";"Sa., 15.11.25 20:09";"Sa., 15.11.25";"20:09";"14034-250037702";"Mo., 17.11.25";"5";""
"Goldener Stern";"Sa., 15.11.25 19:36";"Sa., 15.11.25";"19:36";"13053-250037701";"Mo., 17.11.25";"1";""
"Norman Wetter / Jazzstudio Nürnberg";"Sa., 15.11.25 18:28";"Sa., 15.11.25";"18:28";"10595-250037700";"Fr., 21.11.25";"11";""
"Regenzeit";"Sa., 15.11.25 16:50";"Sa., 15.11.25";"16:50";"13305-250037699";"Mo., 17.11.25";"18";""
"Wirtshaus am Opernhaus GmbH";"Sa., 15.11.25 16:36";"Sa., 15.11.25";"16:36";"12101-250037698";"Mo., 17.11.25";"8";""
"Goldener Stern";"Sa., 15.11.25 16:34";"Sa., 15.11.25";"16:34";"13053-250037697";"Mo., 17.11.25";"5";""
"Al Pacino Espressobar";"Sa., 15.11.25 16:23";"Sa., 15.11.25";"16:23";"12200-250037696";"Mo., 17.11.25";"9";""
"ZweiSinn Meiers l Bistro l";"Sa., 15.11.25 15:41";"Sa., 15.11.25";"15:41";"10138-250037695";"Di., 18.11.25";"10";""
"Koala GmbH";"Sa., 15.11.25 15:38";"Sa., 15.11.25";"15:38";"13824-250037694";"Mo., 17.11.25";"11";""
"MOSAIC GIS GmbH";"Sa., 15.11.25 12:50";"Sa., 15.11.25";"12:50";"13410-250037693";"Mo., 17.11.25";"15";""
"Bäcker Feihl -  Happurger Straße";"Sa., 15.11.25 11:08";"Sa., 15.11.25";"11:08";"13774-250037692";"Di., 18.11.25";"3";""
"Bäcker Feihl - Deidesheimer Straße";"Sa., 15.11.25 10:36";"Sa., 15.11.25";"10:36";"13799-250037691";"Di., 18.11.25";"3";""
"Gemein und Gefährlich eGbR";"Sa., 15.11.25 04:35";"Sa., 15.11.25";"04:35";"13164-250037690";"Mo., 17.11.25";"3";""
"Gemein und Gefährlich eGbR";"Sa., 15.11.25 04:34";"Sa., 15.11.25";"04:34";"13164-250037689";"Mo., 17.11.25";"3";""
"Nachtcafé";"Sa., 15.11.25 03:48";"Sa., 15.11.25";"03:48";"10024-250037688";"Sa., 15.11.25";"6";""
"mach1 Club GmbH";"Sa., 15.11.25 02:36";"Sa., 15.11.25";"02:36";"11593-250037687";"Sa., 15.11.25";"9";""
"Gate 23 GmbH";"Sa., 15.11.25 00:45";"Sa., 15.11.25";"00:45";"12738-250037686";"Mo., 17.11.25";"7";""
"Golden Club";"Sa., 15.11.25 00:35";"Sa., 15.11.25";"00:35";"11461-250037685";"Mo., 17.11.25";"2";""
"dasPaul Restaurant & Hotel";"Sa., 15.11.25 00:22";"Sa., 15.11.25";"00:22";"10134-250037684";"Di., 18.11.25";"3";""
"Cocoon Neumarkt";"Fr., 14.11.25 23:48";"Fr., 14.11.25";"23:48";"11101-250037683";"Do., 20.11.25";"33";""
"Napizza Napolenta GbR Nürnberg";"Fr., 14.11.25 23:32";"Fr., 14.11.25";"23:32";"11204-250037682";"Mo., 17.11.25";"6";""
"Koch & Kollegen GmbH (Spitiko) KU-Depot";"Fr., 14.11.25 21:32";"Fr., 14.11.25";"21:32";"13020-250037681";"Mo., 17.11.25";"7";""
"Wurstdurst";"Fr., 14.11.25 20:00";"Fr., 14.11.25";"20:00";"10232-250037680";"Sa., 15.11.25";"3";""
"Cimova Immobilien GmbH";"Fr., 14.11.25 17:46";"Fr., 14.11.25";"17:46";"13291-250037679";"Mo., 17.11.25";"15";""
"Kinder- und Jugendhaus Tetrix";"Fr., 14.11.25 17:11";"Fr., 14.11.25";"17:11";"14081-250037678";"Mo., 17.11.25";"12";""
"Gerd Schuster";"Fr., 14.11.25 16:12";"Fr., 14.11.25";"16:12";"12524-250037677";"Mo., 17.11.25";"4";""
"Dorfmarkt Simonshofen eG";"Fr., 14.11.25 16:11";"Fr., 14.11.25";"16:11";"12455-250037676";"Mi., 19.11.25";"5";""
"Adina";"Fr., 14.11.25 15:58";"Fr., 14.11.25";"15:58";"10339-250037675";"Mo., 17.11.25";"10";""
"Adina";"Fr., 14.11.25 15:55";"Fr., 14.11.25";"15:55";"10339-250037674";"Mo., 17.11.25";"9";""
"Bäcker Feihl -  Äußere Bayreuther Straße";"Fr., 14.11.25 15:49";"Fr., 14.11.25";"15:49";"13779-250037673";"Di., 18.11.25";"9";""
"Pizzeria Vabene";"Fr., 14.11.25 15:15";"Fr., 14.11.25";"15:15";"12017-250037672";"Mo., 17.11.25";"12";""
"Premier Inn Hauptbahnhof  City Centre";"Fr., 14.11.25 15:12";"Fr., 14.11.25";"15:12";"10792-250037671";"Sa., 15.11.25";"26";""
"Premier Inn Opernhaus";"Fr., 14.11.25 15:10";"Fr., 14.11.25";"15:10";"11680-250037670";"Mo., 17.11.25";"2";""
