"Kunde";"Bestelldatum";"Bestelldatum_Roh";"Bestellzeit";"Bestellnummer";"Zustelldatum";"Bestellübersicht";"Interne Tags"
"The Hummus Connection";"Mi., 29.10.25 19:45";"Mi., 29.10.25";"19:45";"12572-250036480";"Do., 30.10.25";"35";""
"KORN‘S GmbH";"Mi., 29.10.25 19:34";"Mi., 29.10.25";"19:34";"13147-250036479";"Do., 30.10.25";"6";""
"Castros Bar&Event";"Mi., 29.10.25 18:56";"Mi., 29.10.25";"18:56";"11501-250036478";"Fr., 31.10.25";"10";""
"Die Rosi";"Mi., 29.10.25 18:22";"Mi., 29.10.25";"18:22";"12906-250036477";"Do., 30.10.25";"17";""
"Original Entertainment GmbH";"Mi., 29.10.25 18:01";"Mi., 29.10.25";"18:01";"12764-250036476";"Do., 30.10.25";"8";""
"Caesar's";"Mi., 29.10.25 17:49";"Mi., 29.10.25";"17:49";"10718-250036475";"Do., 30.10.25";"12";""
"BGB-Ges. Christakos Christos/";"Mi., 29.10.25 17:39";"Mi., 29.10.25";"17:39";"10958-250036474";"Mo., 03.11.25";"5";""
"Stadtparkcafé Fürth";"Mi., 29.10.25 17:39";"Mi., 29.10.25";"17:39";"10283-250036473";"Do., 30.10.25";"4";""
"Le Kazoku";"Mi., 29.10.25 17:22";"Mi., 29.10.25";"17:22";"11660-250036472";"Fr., 31.10.25";"21";""
"Frey GbR David Häuser, Muamet Abdiji / USG Bar Ohne Namen";"Mi., 29.10.25 17:13";"Mi., 29.10.25";"17:13";"10073-250036471";"Do., 30.10.25";"10";""
"Tellerrand Gastro GmbH";"Mi., 29.10.25 16:58";"Mi., 29.10.25";"16:58";"10625-250036470";"Do., 30.10.25";"23";""
"Bratwurstglöcklein Behringer";"Mi., 29.10.25 16:54";"Mi., 29.10.25";"16:54";"13108-250036469";"Do., 30.10.25";"8";""
"Papa Joe's GmbH";"Mi., 29.10.25 16:53";"Mi., 29.10.25";"16:53";"13024-250036468";"Do., 30.10.25";"3";""
"Tam Tam Ingolstadt GmbH";"Mi., 29.10.25 16:49";"Mi., 29.10.25";"16:49";"12049-250036467";"Do., 30.10.25";"2";""
"Meyer";"Mi., 29.10.25 16:46";"Mi., 29.10.25";"16:46";"10790-250036466";"Di., 04.11.25";"8";""
"Grüner Baum Fürth GmbH";"Mi., 29.10.25 16:46";"Mi., 29.10.25";"16:46";"12362-250036465";"Do., 30.10.25";"15";""
"GKM Objekt Managment GmbH";"Mi., 29.10.25 16:37";"Mi., 29.10.25";"16:37";"11659-250036464";"Mo., 10.11.25";"1";""
"Getriebebau Nord GmbH & Co. KG";"Mi., 29.10.25 16:35";"Mi., 29.10.25";"16:35";"13467-250036463";"Do., 30.10.25";"1";""
"RAU, SCHNECK & HÜBNER";"Mi., 29.10.25 15:46";"Mi., 29.10.25";"15:46";"10860-250036462";"Do., 30.10.25";"6";""
"Bao Street GmbH";"Mi., 29.10.25 15:21";"Mi., 29.10.25";"15:21";"10831-250036461";"Do., 30.10.25";"15";""
"Weisses Ross GmbH";"Mi., 29.10.25 15:01";"Mi., 29.10.25";"15:01";"12678-250036460";"Di., 04.11.25";"9";""
"Josephs GmbH";"Mi., 29.10.25 14:50";"Mi., 29.10.25";"14:50";"13348-250036459";"Do., 30.10.25";"7";""
"Babylon Kino am Stadtpark";"Mi., 29.10.25 14:42";"Mi., 29.10.25";"14:42";"13287-250036458";"Fr., 31.10.25";"11";""
"valantic people GmbH";"Mi., 29.10.25 14:23";"Mi., 29.10.25";"14:23";"12807-250036457";"Do., 06.11.25";"6";""
"Frankenfarm Direktvermarktungs GmbH";"Mi., 29.10.25 14:19";"Mi., 29.10.25";"14:19";"13168-250036456";"Do., 06.11.25";"21";""
"Katz GmbHCo. KG";"Mi., 29.10.25 14:06";"Mi., 29.10.25";"14:06";"13294-250036455";"Do., 30.10.25";"45";""
"Steinplatte Fine Dining GmbH";"Mi., 29.10.25 14:06";"Mi., 29.10.25";"14:06";"13351-250036454";"Do., 30.10.25";"13";""
"La Fiesta";"Mi., 29.10.25 13:48";"Mi., 29.10.25";"13:48";"12468-250036453";"Do., 30.10.25";"19";""
"Alexa Segeta";"Mi., 29.10.25 13:43";"Mi., 29.10.25";"13:43";"13262-250036452";"Mo., 03.11.25";"3";""
"L`angelo Pizza & Pasta Am  Eck";"Mi., 29.10.25 13:39";"Mi., 29.10.25";"13:39";"11396-250036451";"Do., 30.10.25";"23";""
"BASECOFFEE Würzburg GmbH";"Mi., 29.10.25 13:26";"Mi., 29.10.25";"13:26";"12967-250036450";"Do., 30.10.25";"1";""
"Bäcker Feihl - Schweinauer Hauptstraße";"Mi., 29.10.25 13:11";"Mi., 29.10.25";"13:11";"13767-250036449";"Di., 04.11.25";"11";""
"Only";"Mi., 29.10.25 13:02";"Mi., 29.10.25";"13:02";"10642-250036448";"Do., 30.10.25";"1";""
"ssp architekten PartGmbB";"Mi., 29.10.25 13:01";"Mi., 29.10.25";"13:01";"12937-250036447";"Do., 30.10.25";"5";""
"Kindergarten St. Paul";"Mi., 29.10.25 12:46";"Mi., 29.10.25";"12:46";"13070-250036446";"Mo., 03.11.25";"3";""
"BASECOFFEE Nürnberg GmbH";"Mi., 29.10.25 12:41";"Mi., 29.10.25";"12:41";"12964-250036445";"Do., 30.10.25";"12";""
"Autohaus Fröhlich GmbH Amberg";"Mi., 29.10.25 12:03";"Mi., 29.10.25";"12:03";"12509-250036444";"Di., 04.11.25";"3";""
"Rocket Diner";"Mi., 29.10.25 12:03";"Mi., 29.10.25";"12:03";"13093-250036443";"Do., 30.10.25";"22";""
"MVZ Labor Limbach Nürnberg";"Mi., 29.10.25 11:58";"Mi., 29.10.25";"11:58";"10914-250036442";"Mi., 05.11.25";"3";""
"LeBar";"Mi., 29.10.25 11:32";"Mi., 29.10.25";"11:32";"10427-250036441";"Do., 30.10.25";"1";""
"Enchilada Nürnberg GmbH";"Mi., 29.10.25 11:23";"Mi., 29.10.25";"11:23";"12402-250036440";"Fr., 31.10.25";"11";""
"Weinklang UG (Haftungsbeschrän";"Mi., 29.10.25 11:08";"Mi., 29.10.25";"11:08";"10292-250036439";"Do., 30.10.25";"8";""
"NextDoor CoffeeClub e. K.";"Mi., 29.10.25 11:05";"Mi., 29.10.25";"11:05";"12960-250036438";"Do., 30.10.25";"6";""
"Yoghurt Bar";"Mi., 29.10.25 10:57";"Mi., 29.10.25";"10:57";"12791-250036437";"Do., 30.10.25";"13";""
"Schnacken Panek Hammerbacher";"Mi., 29.10.25 10:55";"Mi., 29.10.25";"10:55";"10946-250036436";"Do., 30.10.25";"1";""
"Süß & Würzig";"Mi., 29.10.25 10:29";"Mi., 29.10.25";"10:29";"12198-250036435";"Do., 30.10.25";"15";""
"Pizzeria Venezia GmbH";"Mi., 29.10.25 10:25";"Mi., 29.10.25";"10:25";"11970-250036434";"Do., 30.10.25";"11";""
"BLOK";"Mi., 29.10.25 10:22";"Mi., 29.10.25";"10:22";"10410-250036433";"Do., 30.10.25";"16";""
"Norman Wetter / Jazzstudio Nürnberg";"Mi., 29.10.25 10:21";"Mi., 29.10.25";"10:21";"10595-250036432";"Fr., 31.10.25";"5";""
"Kombinat Weichensteller e.V.";"Mi., 29.10.25 10:17";"Mi., 29.10.25";"10:17";"13319-250036431";"Do., 30.10.25";"25";""
"Cosy Morning";"Mi., 29.10.25 10:13";"Mi., 29.10.25";"10:13";"12810-250036430";"Do., 30.10.25";"15";""
"CuraMed-Tagesklinik Nürnberg";"Mi., 29.10.25 09:52";"Mi., 29.10.25";"09:52";"12877-250036429";"Do., 30.10.25";"7";""
"Bäcker Feihl - Matthäus-Hermann-Platz";"Mi., 29.10.25 09:22";"Mi., 29.10.25";"09:22";"13792-250036428";"Do., 30.10.25";"1";""
"Gate 23 GmbH";"Mi., 29.10.25 09:07";"Mi., 29.10.25";"09:07";"12738-250036427";"Do., 30.10.25";"1";""
"Kanzlei Friebe";"Mi., 29.10.25 08:57";"Mi., 29.10.25";"08:57";"13422-250036426";"Do., 30.10.25";"3";""
"Litzbarski Gastronomiebetriebe GmbH";"Mi., 29.10.25 08:56";"Mi., 29.10.25";"08:56";"13992-250036425";"Do., 30.10.25";"12";""
"Hugo Gastronomie - Café & Bar";"Mi., 29.10.25 08:53";"Mi., 29.10.25";"08:53";"10005-250036424";"Di., 04.11.25";"13";""
"Lebenshilfe Nürnberg e. V. Offene Hilfen";"Mi., 29.10.25 08:41";"Mi., 29.10.25";"08:41";"13278-250036423";"Do., 30.10.25";"6";""
"Choice GmbH";"Mi., 29.10.25 08:06";"Mi., 29.10.25";"08:06";"12154-250036422";"Fr., 31.10.25";"4";""
"Hiro Schwabach GmbH  KU-Depotnr: 2072599";"Mi., 29.10.25 01:26";"Mi., 29.10.25";"01:26";"12290-250036421";"Mi., 29.10.25";"4";""
"Hiro Schwabach";"Mi., 29.10.25 01:25";"Mi., 29.10.25";"01:25";"11983-250036420";"Mi., 29.10.25";"29";""
"Laufer Gastro UG";"Mi., 29.10.25 00:35";"Mi., 29.10.25";"00:35";"12405-250036419";"Mi., 29.10.25";"3";""
"Kont & Kontes";"Di., 28.10.25 23:49";"Di., 28.10.25";"23:49";"11717-250036418";"Mi., 29.10.25";"22";""
"RATS";"Di., 28.10.25 23:18";"Di., 28.10.25";"23:18";"12472-250036417";"Mi., 29.10.25";"22";""
"Bei Peppino";"Di., 28.10.25 23:01";"Di., 28.10.25";"23:01";"12943-250036416";"Do., 30.10.25";"9";""
"Indisches Restaurant Kohinoor";"Di., 28.10.25 23:00";"Di., 28.10.25";"23:00";"10837-250036415";"Mi., 29.10.25";"17";""
"Nguyen Cuong Erich District Ba";"Di., 28.10.25 22:15";"Di., 28.10.25";"22:15";"11658-250036414";"Mi., 29.10.25";"18";""
"Imbiss Zhonghua";"Di., 28.10.25 22:09";"Di., 28.10.25";"22:09";"14047-250036413";"Mi., 29.10.25";"8";""
"Lübbis Essen & Trinken";"Di., 28.10.25 21:49";"Di., 28.10.25";"21:49";"11569-250036412";"Mi., 29.10.25";"20";""
"Kuda FRD GmbH";"Di., 28.10.25 21:35";"Di., 28.10.25";"21:35";"13260-250036411";"Mi., 29.10.25";"17";""
"Gate 23 GmbH";"Di., 28.10.25 21:30";"Di., 28.10.25";"21:30";"12738-250036410";"Mi., 29.10.25";"43";""
"ALE ORA Roth";"Di., 28.10.25 21:23";"Di., 28.10.25";"21:23";"12833-250036409";"Mi., 29.10.25";"8";""
"Lokmas";"Di., 28.10.25 20:40";"Di., 28.10.25";"20:40";"12769-250036408";"Mi., 29.10.25";"4";""
"Wagaya";"Di., 28.10.25 20:32";"Di., 28.10.25";"20:32";"13916-250036407";"Do., 30.10.25";"21";""
"Barcode Trend GmbH, dieroteBar";"Di., 28.10.25 20:19";"Di., 28.10.25";"20:19";"13180-250036406";"Mi., 29.10.25";"5";""
"Barcode Trend GmbH, dieroteBar";"Di., 28.10.25 19:50";"Di., 28.10.25";"19:50";"13180-250036405";"Mi., 29.10.25";"42";""
"Mai Thai";"Di., 28.10.25 19:30";"Di., 28.10.25";"19:30";"13373-250036404";"Do., 30.10.25";"5";""
"yaya food GmbH Mesa";"Di., 28.10.25 19:02";"Di., 28.10.25";"19:02";"12836-250036403";"Do., 30.10.25";"14";""
"Burschicoos";"Di., 28.10.25 19:01";"Di., 28.10.25";"19:01";"13611-250036402";"Mi., 29.10.25";"1";""
"Burschicoos";"Di., 28.10.25 19:00";"Di., 28.10.25";"19:00";"13611-250036401";"Mi., 29.10.25";"1";""
"Bit Stop Burger";"Di., 28.10.25 18:58";"Di., 28.10.25";"18:58";"12754-250036400";"Mi., 29.10.25";"11";""
"Harlem GbR";"Di., 28.10.25 18:51";"Di., 28.10.25";"18:51";"10072-250036399";"Mi., 29.10.25";"32";""
"Only";"Di., 28.10.25 18:48";"Di., 28.10.25";"18:48";"10642-250036398";"Mi., 29.10.25";"33";""
"Burschicoos";"Di., 28.10.25 18:46";"Di., 28.10.25";"18:46";"13611-250036397";"Mi., 29.10.25";"19";""
"B&A Gastronomie GmbH (Santos)";"Di., 28.10.25 18:30";"Di., 28.10.25";"18:30";"10317-250036396";"Mi., 29.10.25";"5";""
"Gemein und Gefährlich eGbR";"Di., 28.10.25 18:25";"Di., 28.10.25";"18:25";"13164-250036395";"Mi., 29.10.25";"19";""
"City Kiosk";"Di., 28.10.25 17:51";"Di., 28.10.25";"17:51";"12940-250036394";"Mi., 29.10.25";"8";""
"Haus am See GbR";"Di., 28.10.25 17:28";"Di., 28.10.25";"17:28";"12533-250036393";"Mi., 29.10.25";"2";""
"Benjamin Feistner";"Di., 28.10.25 17:26";"Di., 28.10.25";"17:26";"12740-250036392";"Mi., 29.10.25";"2";""
"Haus am See GbR";"Di., 28.10.25 17:15";"Di., 28.10.25";"17:15";"12533-250036391";"Mi., 29.10.25";"10";""
"Tipico-Shop";"Di., 28.10.25 16:50";"Di., 28.10.25";"16:50";"11892-250036390";"Fr., 31.10.25";"5";""
"Kombinat Weichensteller e. V.";"Di., 28.10.25 16:44";"Di., 28.10.25";"16:44";"13325-250036389";"Fr., 31.10.25";"17";""
"Südtiroler Stuben";"Di., 28.10.25 16:26";"Di., 28.10.25";"16:26";"12996-250036388";"Mi., 29.10.25";"8";""
"CoCo Sushi & Lounge";"Di., 28.10.25 16:18";"Di., 28.10.25";"16:18";"11643-250036387";"Mi., 29.10.25";"15";""
"The Eight";"Di., 28.10.25 16:16";"Di., 28.10.25";"16:16";"13100-250036386";"Mi., 29.10.25";"8";""
"edel & weiss Zahnaertze";"Di., 28.10.25 16:10";"Di., 28.10.25";"16:10";"13580-250036385";"Mi., 29.10.25";"2";""
"Adina";"Di., 28.10.25 16:07";"Di., 28.10.25";"16:07";"10339-250036384";"Do., 30.10.25";"15";""
"Adina";"Di., 28.10.25 16:07";"Di., 28.10.25";"16:07";"10339-250036383";"Do., 30.10.25";"1";""
"Original Berliner Döner Fürth";"Di., 28.10.25 15:55";"Di., 28.10.25";"15:55";"14030-250036382";"Mi., 29.10.25";"6";""
"Apero GmbH";"Di., 28.10.25 15:48";"Di., 28.10.25";"15:48";"13255-250036381";"Mi., 29.10.25";"28";""
"arsmedium AG";"Di., 28.10.25 15:22";"Di., 28.10.25";"15:22";"10895-250036380";"Mi., 29.10.25";"4";""
"Kulturladen Loni-Übler-Haus";"Di., 28.10.25 15:02";"Di., 28.10.25";"15:02";"13275-250036379";"Mi., 29.10.25";"12";""
"Café Maulbeere CK Citykirchen gGmbH";"Di., 28.10.25 14:43";"Di., 28.10.25";"14:43";"13842-250036378";"Do., 30.10.25";"2";""
"Orko Cafe";"Di., 28.10.25 14:41";"Di., 28.10.25";"14:41";"13293-250036377";"Mi., 29.10.25";"33";""
"ActionPark Nürnberg";"Di., 28.10.25 14:24";"Di., 28.10.25";"14:24";"13154-250036376";"Mi., 29.10.25";"4";""
"mach1 Club GmbH";"Di., 28.10.25 14:10";"Di., 28.10.25";"14:10";"11593-250036375";"Mi., 29.10.25";"21";""
"Die Box Club GmbH";"Di., 28.10.25 14:04";"Di., 28.10.25";"14:04";"12722-250036374";"Mi., 29.10.25";"44";""
"Z. Alexandros, Z. Emmanouil,";"Di., 28.10.25 13:52";"Di., 28.10.25";"13:52";"10550-250036373";"Mi., 29.10.25";"12";""
"Keepers and Cooks GmbH Event in Haus";"Di., 28.10.25 13:45";"Di., 28.10.25";"13:45";"12122-250036372";"Do., 30.10.25";"2";""
"Nelson";"Di., 28.10.25 13:34";"Di., 28.10.25";"13:34";"10425-250036371";"Do., 30.10.25";"11";""
"KORN‘S GmbH";"Di., 28.10.25 13:22";"Di., 28.10.25";"13:22";"13147-250036370";"Do., 30.10.25";"5";""
"Pizza Rossa Langwasser";"Di., 28.10.25 13:09";"Di., 28.10.25";"13:09";"12588-250036369";"Do., 30.10.25";"13";""
"Gaststätte Park Central";"Di., 28.10.25 13:05";"Di., 28.10.25";"13:05";"10387-250036368";"Mi., 29.10.25";"10";""
"Cafe Sport Bavaria";"Di., 28.10.25 12:42";"Di., 28.10.25";"12:42";"13354-250036367";"Mi., 29.10.25";"3";""
"Kinderladen Jenaplan";"Di., 28.10.25 12:38";"Di., 28.10.25";"12:38";"13516-250036366";"Mi., 29.10.25";"3";""
"BASECOFFEE Würzburg GmbH";"Di., 28.10.25 12:22";"Di., 28.10.25";"12:22";"12967-250036365";"Do., 30.10.25";"2";""
"Restaurant San Remo";"Di., 28.10.25 12:19";"Di., 28.10.25";"12:19";"12134-250036364";"Mi., 29.10.25";"1";""
"DIE schwestern - Huth GbR";"Di., 28.10.25 12:17";"Di., 28.10.25";"12:17";"13535-250036363";"Do., 30.10.25";"11";""
"Elektro Service Korn";"Di., 28.10.25 12:07";"Di., 28.10.25";"12:07";"13196-250036362";"Mi., 29.10.25";"3";""
"Ringhotel Loew's Merkur";"Di., 28.10.25 11:55";"Di., 28.10.25";"11:55";"10901-250036361";"Mi., 29.10.25";"14";""
"Maximum Events GmbH / Club 199";"Di., 28.10.25 11:51";"Di., 28.10.25";"11:51";"13169-250036360";"Do., 30.10.25";"12";""
"2N Kurse GbR - Josphsplatz";"Di., 28.10.25 11:50";"Di., 28.10.25";"11:50";"13921-250036359";"Mi., 29.10.25";"5";""
"Sam ohne Katzen";"Di., 28.10.25 11:47";"Di., 28.10.25";"11:47";"10710-250036358";"Mi., 29.10.25";"21";""
"Ristorante Quo Vadis";"Di., 28.10.25 11:40";"Di., 28.10.25";"11:40";"10581-250036357";"Mi., 29.10.25";"7";""
"Emerson Renaldi";"Di., 28.10.25 11:30";"Di., 28.10.25";"11:30";"10142-250036356";"Mi., 29.10.25";"3";""
"Fielmann AG & Co. OHG ERLANGEN";"Di., 28.10.25 11:15";"Di., 28.10.25";"11:15";"12750-250036355";"Mi., 29.10.25";"4";""
"Lighthouse GmbH";"Di., 28.10.25 11:14";"Di., 28.10.25";"11:14";"13206-250036354";"Mi., 29.10.25";"3";""
"Lighthouse GmbH";"Di., 28.10.25 11:09";"Di., 28.10.25";"11:09";"13206-250036353";"Mi., 29.10.25";"16";""
"KJW der AWO - im Südstadtforum";"Di., 28.10.25 11:07";"Di., 28.10.25";"11:07";"13489-250036352";"Mi., 29.10.25";"6";""
"Geodis FF Germany GmbH & Co.KG";"Di., 28.10.25 11:02";"Di., 28.10.25";"11:02";"11001-250036351";"Mi., 29.10.25";"5";""
"BASECOFFEE Würzburg GmbH";"Di., 28.10.25 10:58";"Di., 28.10.25";"10:58";"12967-250036350";"Do., 30.10.25";"14";""
"Ludwigs Bar & Café";"Di., 28.10.25 10:50";"Di., 28.10.25";"10:50";"13263-250036349";"Mi., 29.10.25";"17";""
"arano group GmbH";"Di., 28.10.25 10:30";"Di., 28.10.25";"10:30";"11705-250036348";"Mi., 29.10.25";"1";""
"Café Süss & Salzig (Eric Rautenberg)";"Di., 28.10.25 10:25";"Di., 28.10.25";"10:25";"12696-250036347";"Mi., 29.10.25";"15";""
"Koala GmbH";"Di., 28.10.25 10:21";"Di., 28.10.25";"10:21";"13824-250036346";"Mi., 29.10.25";"8";""
"Gastro Service West GmbH";"Di., 28.10.25 10:19";"Di., 28.10.25";"10:19";"12379-250036345";"Mi., 29.10.25";"14";""
"Synko GmbH";"Di., 28.10.25 10:14";"Di., 28.10.25";"10:14";"13339-250036344";"Mi., 29.10.25";"7";""
"Holy Greek GmbH";"Di., 28.10.25 10:13";"Di., 28.10.25";"10:13";"13660-250036343";"Mi., 29.10.25";"12";""
"Café Prinz";"Di., 28.10.25 10:07";"Di., 28.10.25";"10:07";"10315-250036342";"Mi., 29.10.25";"23";""
"Achtnicht, Andronache GbR";"Di., 28.10.25 09:58";"Di., 28.10.25";"09:58";"10202-250036341";"Do., 30.10.25";"9";""
"Schmidt, Steinert & Kollegen Steuerberatungsgesellschaft mbH";"Di., 28.10.25 09:56";"Di., 28.10.25";"09:56";"10963-250036340";"Mi., 05.11.25";"6";""
"BG BAU - Berufsgenossenschaft der Bauwirtschaft";"Di., 28.10.25 09:55";"Di., 28.10.25";"09:55";"13403-250036339";"Mi., 29.10.25";"2";""
"Holy Monk";"Di., 28.10.25 09:53";"Di., 28.10.25";"09:53";"10340-250036338";"Mi., 29.10.25";"19";""
"ABF Synergie GmbH";"Di., 28.10.25 09:27";"Di., 28.10.25";"09:27";"13059-250036337";"Mi., 29.10.25";"2";""
"ISCUE GmbH & Co. KG";"Di., 28.10.25 09:26";"Di., 28.10.25";"09:26";"13268-250036336";"Mi., 29.10.25";"1";""
"Wohnheim der Lebenshilfe Nürnberg gGmbH";"Di., 28.10.25 09:16";"Di., 28.10.25";"09:16";"14007-250036335";"Mi., 29.10.25";"1";""
"Donautherme Ingolstadt";"Di., 28.10.25 08:50";"Di., 28.10.25";"08:50";"12364-250036334";"Do., 30.10.25";"8";""
"Bäcker Feihl - Neuburger Straße";"Di., 28.10.25 08:48";"Di., 28.10.25";"08:48";"13770-250036333";"Do., 30.10.25";"7";""
"Hotel Avenue";"Di., 28.10.25 08:48";"Di., 28.10.25";"08:48";"13488-250036332";"Mi., 29.10.25";"6";""
"Haltestelle Hering";"Di., 28.10.25 08:39";"Di., 28.10.25";"08:39";"10341-250036331";"Mi., 29.10.25";"12";""
"DP Steuerberatungsgesellschaft";"Di., 28.10.25 08:19";"Di., 28.10.25";"08:19";"13230-250036330";"Mi., 29.10.25";"3";""
"Freiwillige Feuerwehr Schwaig";"Di., 28.10.25 08:15";"Di., 28.10.25";"08:15";"12253-250036329";"Di., 04.11.25";"5";""
"Mennig, Wisniewski & Konrad 970 GbR";"Di., 28.10.25 07:50";"Di., 28.10.25";"07:50";"12677-250036328";"Do., 30.10.25";"25";""
"Wild und Geflügel";"Di., 28.10.25 07:24";"Di., 28.10.25";"07:24";"13480-250036327";"Mi., 29.10.25";"7";""
"Tam Tam Ingolstadt GmbH";"Mo., 27.10.25 23:57";"Mo., 27.10.25";"23:57";"12049-250036326";"Di., 28.10.25";"1";""
"Essentials Café";"Mo., 27.10.25 23:45";"Mo., 27.10.25";"23:45";"13895-250036325";"Di., 28.10.25";"4";""
"Alter Ego";"Mo., 27.10.25 23:32";"Mo., 27.10.25";"23:32";"11751-250036324";"Do., 30.10.25";"5";""
"Yellow Tile Coffee Project Humboldtstraße";"Mo., 27.10.25 23:21";"Mo., 27.10.25";"23:21";"13500-250036323";"Mi., 29.10.25";"14";""
"Itaefong Food Bar";"Mo., 27.10.25 22:56";"Mo., 27.10.25";"22:56";"11897-250036322";"Di., 28.10.25";"16";""
"Restaurant ComPho 1966";"Mo., 27.10.25 22:53";"Mo., 27.10.25";"22:53";"11896-250036321";"Di., 28.10.25";"10";""
"CoDung Restaurant";"Mo., 27.10.25 22:42";"Mo., 27.10.25";"22:42";"11895-250036320";"Di., 28.10.25";"12";""
"A.L.W GmbH & Co. KG (Al Forno)";"Mo., 27.10.25 22:32";"Mo., 27.10.25";"22:32";"11419-250036319";"Mi., 29.10.25";"23";""
"Gasthaus Hempels Nürnberg";"Mo., 27.10.25 22:06";"Mo., 27.10.25";"22:06";"13256-250036318";"Mi., 29.10.25";"22";""
"La Delizia";"Mo., 27.10.25 21:46";"Mo., 27.10.25";"21:46";"13074-250036317";"Di., 28.10.25";"4";""
"Mitte Soundbar";"Mo., 27.10.25 21:13";"Mo., 27.10.25";"21:13";"12000-250036316";"Di., 28.10.25";"13";""
"Mom Restaurant";"Mo., 27.10.25 20:50";"Mo., 27.10.25";"20:50";"13683-250036315";"Di., 28.10.25";"6";""
"Nguyen & Pham GbR";"Mo., 27.10.25 20:36";"Mo., 27.10.25";"20:36";"10033-250036314";"Mi., 29.10.25";"15";""
"Aura Schwabach";"Mo., 27.10.25 20:33";"Mo., 27.10.25";"20:33";"13197-250036313";"Mi., 29.10.25";"23";""
"The Hummus Connection";"Mo., 27.10.25 20:27";"Mo., 27.10.25";"20:27";"12572-250036312";"Di., 28.10.25";"16";""
"Napizza Napolenta GbR Nürnberg";"Mo., 27.10.25 20:21";"Mo., 27.10.25";"20:21";"11204-250036311";"Di., 28.10.25";"8";""
"Hardtherzlich";"Mo., 27.10.25 20:19";"Mo., 27.10.25";"20:19";"12741-250036310";"Di., 28.10.25";"12";""
"Desi Kneipe GbR";"Mo., 27.10.25 20:00";"Mo., 27.10.25";"20:00";"13372-250036309";"Di., 28.10.25";"16";""
"Gelbes Haus Oliver Kirschner e.K. (Klingenhofstraße)";"Mo., 27.10.25 19:33";"Mo., 27.10.25";"19:33";"11971-250036308";"Di., 28.10.25";"4";""
"Spacepub e. V. St. Peter Studentenwohnheim";"Mo., 27.10.25 18:59";"Mo., 27.10.25";"18:59";"12270-250036307";"Di., 28.10.25";"15";""
"Frank Walther / Cobra Club";"Mo., 27.10.25 18:58";"Mo., 27.10.25";"18:58";"10054-250036306";"Mi., 29.10.25";"31";""
"Papa Joe's GmbH";"Mo., 27.10.25 18:48";"Mo., 27.10.25";"18:48";"13024-250036305";"Di., 28.10.25";"6";""
"Steinplatte Fine Dining GmbH";"Mo., 27.10.25 18:39";"Mo., 27.10.25";"18:39";"13351-250036304";"Di., 28.10.25";"1";""
"BUNI Kultur- und Freizeittreff";"Mo., 27.10.25 18:30";"Mo., 27.10.25";"18:30";"10881-250036303";"Mi., 29.10.25";"14";""
"mach1 Club GmbH";"Mo., 27.10.25 18:26";"Mo., 27.10.25";"18:26";"11593-250036302";"Mi., 29.10.25";"15";""
"Steinplatte Fine Dining GmbH";"Mo., 27.10.25 17:59";"Mo., 27.10.25";"17:59";"13351-250036301";"Di., 28.10.25";"1";""
"Galerie Ostermayr GmbH";"Mo., 27.10.25 17:59";"Mo., 27.10.25";"17:59";"13167-250036301";"Di., 28.10.25";"41";""
"Serenity Events";"Mo., 27.10.25 17:52";"Mo., 27.10.25";"17:52";"14042-250036300";"Fr., 31.10.25";"21";""
"Steinplatte Fine Dining GmbH";"Mo., 27.10.25 17:51";"Mo., 27.10.25";"17:51";"13351-250036299";"Di., 28.10.25";"9";""
"dasPaul Restaurant & Hotel";"Mo., 27.10.25 17:50";"Mo., 27.10.25";"17:50";"10134-250036298";"Di., 28.10.25";"42";""
"Pause Coffee Bar";"Mo., 27.10.25 17:48";"Mo., 27.10.25";"17:48";"13719-250036297";"Di., 28.10.25";"8";""
"Hochschule TH Georg Simon Ohm";"Mo., 27.10.25 17:40";"Mo., 27.10.25";"17:40";"13046-250036296";"Di., 28.10.25";"7";""
"Aroma Lounge Erlangen";"Mo., 27.10.25 17:21";"Mo., 27.10.25";"17:21";"10390-250036295";"Di., 28.10.25";"16";""
"Holuc-Eat & Meet GmbH";"Mo., 27.10.25 17:20";"Mo., 27.10.25";"17:20";"14019-250036294";"Mi., 29.10.25";"1";""
"Gasthaus Heidekrug Nürnberg";"Mo., 27.10.25 17:14";"Mo., 27.10.25";"17:14";"12609-250036293";"Di., 28.10.25";"12";""
"Bruderherz GmbH";"Mo., 27.10.25 17:12";"Mo., 27.10.25";"17:12";"10767-250036292";"Di., 28.10.25";"19";""
"Bayraktar Sibel (Café S)";"Mo., 27.10.25 17:07";"Mo., 27.10.25";"17:07";"12528-250036291";"Di., 28.10.25";"9";""
"Keepers and Cooks GmbH - Event außer Haus";"Mo., 27.10.25 16:48";"Mo., 27.10.25";"16:48";"10284-250036290";"Do., 30.10.25";"2";""
"Keepers and Cooks GmbH - Event außer Haus";"Mo., 27.10.25 16:46";"Mo., 27.10.25";"16:46";"10284-250036289";"Di., 28.10.25";"4";""
"Sontowski";"Mo., 27.10.25 16:43";"Mo., 27.10.25";"16:43";"10493-250036288";"Fr., 31.10.25";"3";""
"Diskothek Resi";"Mo., 27.10.25 16:26";"Mo., 27.10.25";"16:26";"11592-250036287";"Mi., 29.10.25";"17";""
