name,group,spec,status
SEMITRON W. Röck GmbH,Standardgruppe,9 FAVORITEN,Zuletzt bestellt vor 5 Monaten
SET - Software Enginering,Standardgruppe,6 FAVORITEN,Zuletzt bestellt vor einem Jahr
SGK Germany GmbH Werk Nürnberg,Standardgruppe,7 FAVORITEN,Zuletzt bestellt vor 6 Monaten
SHAKE inh. Birgit Pfeiff KG,Standardgruppe,9 FAVORITEN,Zuletzt bestellt vor 2 Jahren
SHAMROCK,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
SHIBUI,Standardgruppe,61 FAVORITEN,Zuletzt bestellt vor 2 Jahren
SIHA Restaurant,Standardgruppe,61 FAVORITEN,Zuletzt bestellt vor 9 Tagen
SKYLOFT - Grillimbiss,Dienstag,FAVORITEN HINZUFÜGEN,Daten unvollständig
SNYGG HOME,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor einem Monat
SOHO Nightlife GmbH,Standardgruppe,71 FAVORITEN,Zuletzt bestellt vor 13 Stunden
SONEWA GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
SOS-Kinderdorf Nürnberg,Standardgruppe,19 FAVORITEN,Zuletzt bestellt vor 19 Tagen
SP Eventmanufaktur,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
SPVGG GREUTHER FÜRTH GmbH & Co - Stefan Nehring,Standardgruppe,14 FAVORITEN,Zuletzt bestellt vor einem Monat
STBG.Party GbR,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 2 Jahre
STEMA Gastro UG (haftungsbesch,Standardgruppe,18 FAVORITEN,Einladung noch nicht angenommen
STUDIO 58 Tanzschule & Fitness,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
STULLEREI,Standardgruppe,52 FAVORITEN,Zuletzt bestellt vor 6 Tagen
SUNDAYS,Standardgruppe,17 FAVORITEN,Zuletzt bestellt vor 5 Tagen
SV Hochlandsteig zu Traunfeld,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
SVA System Messe Halle 7 Stand 7-516,Standardgruppe,7 FAVORITEN,Zuletzt bestellt vor 2 Monaten
SVA System Vertrieb Alexander GmbH,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 11 Tagen
Sagasser Getränkefachhandel,Standardgruppe,FAVORITEN HINZUFÜGEN,Keine Einladung erstellt (Erstellt am 28.04.23)
Sagia von Mode bis Kunst,Dienstag,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sahin GmbH & Co. KG,Mittwoch,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sahin GmbH & Co. KG,Standardgruppe,20 FAVORITEN,Noch keine Bestellung seit 3 Monate
Salvatore Mereu,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Salz + Pfeffer - Cafe im Theater,Standardgruppe,18 FAVORITEN,Zuletzt bestellt vor 6 Tagen
Sam ohne Katzen,Standardgruppe,63 FAVORITEN,Zuletzt bestellt vor 5 Stunden
Sam's Island,Standardgruppe,113 FAVORITEN,Zuletzt bestellt vor 5 Monaten
Sam's Island Kulmbacher Konto,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Sam's Islang wg. KU,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Samocca Fürth,Standardgruppe,47 FAVORITEN,Zuletzt bestellt vor 5 Tagen
SanData EDV-Systemhaus GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Sand und Sofa Allmansdorf,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Sand und Sofa Enderndorf,Standardgruppe,71 FAVORITEN,Zuletzt bestellt vor 3 Monaten
Sanders GmbH,Standardgruppe,138 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Sangam Erlangen GmbH,Mittwoch,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sangam Erlangen GmbH,Mittwoch,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sanli,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Santa Cucina,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 3 Monaten
Santiagos Kitchen,Mittwoch,98 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Santos DOS,Standardgruppe,18 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Santos-Tapas Bar KU-Depot,Standardgruppe,7 FAVORITEN,Zuletzt bestellt vor 9 Tagen
Satoru Kulmbacher Konto,Standardgruppe,6 FAVORITEN,Keine Einladung erstellt (Erstellt am 07.08.23)
Sauer,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Scala Gastro GmbH,Mittwoch,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schanzenbräu GmbH & Co. KG,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schatzinger's Casanova UG,Standardgruppe,57 FAVORITEN,Zuletzt bestellt vor 3 Monaten
Scheible Bräu u. Spirituosen,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Scherzer,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schimanski Event GmbH,Standardgruppe,70 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Schindlerhof Kobjoll GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schizo,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schlosskeller Cocktailbar,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Schlumberger Vertriebsgesell-,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schlupfwinkel e.V.,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schlößla-Keller,Standardgruppe,45 FAVORITEN,Zuletzt bestellt vor einem Jahr
Schmidbauer,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schmidt,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schmidt,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schmidt & Kunze GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schmidt & Wilfing GmbH,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 13 Tagen
Schmidt Steinert & Kollegen Steuerberatungsgesellschaft mbH,Standardgruppe,9 FAVORITEN,Einladung noch nicht angenommen
Schmuckrausch,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schnacken Panek Hammerbacher,Standardgruppe,12 FAVORITEN,Zuletzt bestellt vor 7 Tagen
Schnakenberg Veranstaltungen e.K.,Standardgruppe,15 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Schnepperschütz / Ralf Siegemund,Standardgruppe,FAVORITEN HINZUFÜGEN,Keine Einladung erstellt (Erstellt am 12.03.25)
Schokoring eG,Standardgruppe,2 FAVORITEN,Noch keine Bestellung seit 4 Monate
Scholler,Standardgruppe,10 FAVORITEN,Zuletzt bestellt vor 7 Tagen
Schraml – Die Steinwald-Brenn-,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schrankhelden GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schreiner,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schreinerei Zachhuber,Standardgruppe,23 FAVORITEN,Zuletzt bestellt vor 6 Stunden
Schroll Wein und Feinkost GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schrödter,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schuelbe Promotion,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schuhbrand GmbH & Co. KG,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schuhbrand GmbH & Co.KG,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schuler GmbH,Standardgruppe,76 FAVORITEN,Zuletzt bestellt vor einem Tag
Schuller,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schultes,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schulze,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schulze,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schuster,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schuster & Walther Software,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schwabacher Unternehmens Gründerzentrum Schwung GmbH,Standardgruppe,11 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Schwarz,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schwarz Architekturbuero eGbR,Standardgruppe,5 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Schwarzer Reiter (Small Restaurant GmbH),Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 3 Jahre
Schwarzlichtfabrik 3D Minigolf,Standardgruppe,16 FAVORITEN,Einladung noch nicht angenommen
Schwollener Sprudel GmbH &,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schäff Keller,Standardgruppe,21 FAVORITEN,Zuletzt bestellt vor einem Jahr
Schön Klinik Nürnberg-Fürth SE,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Schützenverein Adler Worzeldor,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Scuderia Franconia GmbH & Co. KG,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 4 Monate
Scugnizzo Pizzabar,Standardgruppe,32 FAVORITEN,Einladung noch nicht angenommen
Se BRA Shop Erlangen,Dienstag,FAVORITEN HINZUFÜGEN,Daten unvollständig
SeKo Sportgaststätten,Mittwoch,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sebaldus Living GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sebastian Cafe Lounge,Standardgruppe,60 FAVORITEN,Zuletzt bestellt vor einem Jahr
Sebastian Huff,Standardgruppe,7 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Sebastian Hössl,Standardgruppe,6 FAVORITEN,Zuletzt bestellt vor 18 Tagen
Sedats Schlüggla,Standardgruppe,471 FAVORITEN,Zuletzt bestellt vor 10 Monaten
Seehaus Ingolstadt GmbH,Standardgruppe,38 FAVORITEN,Zuletzt bestellt vor 5 Tagen
Seg and the City,Standardgruppe,105 FAVORITEN,Zuletzt bestellt vor 13 Tagen
Sehland UG (haftungsbeschr.),Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Selbstkreation GmbH & Co. KG,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Selma Hebele (Infinity Beatz),Standardgruppe,50 FAVORITEN,Zuletzt bestellt vor einem Monat
Semplice GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sen Asian Tapas Bar,Standardgruppe,1 FAVORITEN,Noch keine Bestellung seit 9 Monate
Sen Vietnamese,Standardgruppe,46 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Senacor Technologies AG,Standardgruppe,6 FAVORITEN,Einladung noch nicht angenommen
Senacor Technologies AG,Standardgruppe,21 FAVORITEN,Zuletzt bestellt vor 5 Monaten
Seniorenheim Caritas-Pirckheim Ingeborg Reißinger,Standardgruppe,1 FAVORITEN,Zuletzt bestellt vor 22 Tagen
Senkaya,Standardgruppe,35 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Senza Limiti - Grenzenlos gGmbH,Standardgruppe,3 FAVORITEN,Zuletzt bestellt vor einem Monat
Seoul Kitchen,Standardgruppe,FAVORITEN HINZUFÜGEN,Keine Einladung erstellt (Erstellt am 15.04.25)
Serdal Dincer & Christoph,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Seren Saal,Standardgruppe,21 FAVORITEN,Noch keine Bestellung seit 3 Jahre
Serenity Events,Standardgruppe,21 FAVORITEN,Zuletzt bestellt vor einem Monat
Serkan Özcan Wertraum Unternehmungsgruppe,Standardgruppe,27 FAVORITEN,Zuletzt bestellt vor 3 Monaten
Service Deluxe,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Serviceplan Campaign 4 GmbH &,Standardgruppe,2 FAVORITEN,Daten unvollständig
Seven Gramms,Standardgruppe,14 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Seven Grams,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Seven Grams wg. KU,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Seventh Agency,Dienstag,FAVORITEN HINZUFÜGEN,Daten unvollständig
Shenu Technology GmbH,Standardgruppe,10 FAVORITEN,Zuletzt bestellt vor 6 Tagen
Shishaclub Al-Sahara,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sic,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sicily,Standardgruppe,1 FAVORITEN,Noch keine Bestellung seit ein Jahr
Siemens AG / IT DF EEP,Standardgruppe,11 FAVORITEN,Zuletzt bestellt vor einem Monat
Sigrid Findeisen (David Kirner Betreuer),Standardgruppe,1 FAVORITEN,Einladung noch nicht angenommen
Simit to Go Café,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Simon Bauer,Standardgruppe,10 FAVORITEN,Zuletzt bestellt vor 3 Monaten
Singh & Sons GbR Dana Pani - KU Depot,Standardgruppe,10 FAVORITEN,Zuletzt bestellt vor 5 Tagen
Singh & Sons Gbr,Standardgruppe,41 FAVORITEN,Zuletzt bestellt vor 5 Tagen
SiteLog GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
SiteLog GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
SiteLog GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Skelton,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
SkyDai Gastronomie GmbH & Co. KG,Standardgruppe,134 FAVORITEN,Zuletzt bestellt vor einem Jahr
SkyandSand GmbH & Co. KG,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Skyline Gaststätten u. Veranstaltungs GmbH CHILLIS Nürnberg,Standardgruppe,71 FAVORITEN,Zuletzt bestellt vor einem Jahr
Sloe GbR,Standardgruppe,3 FAVORITEN,Einladung noch nicht angenommen
Smack Burger Nürnberg,Standardgruppe,12 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Small Restaurant GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Smash Dog,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Smile Hotel Garni,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Smith,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Smokkers GmbH,Standardgruppe,9 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Smookers Nürnberg,Standardgruppe,64 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Snack Affe 24,Standardgruppe,137 FAVORITEN,Noch keine Bestellung seit 2 Jahre
Snackeria,Standardgruppe,62 FAVORITEN,Noch keine Bestellung seit 2 Jahre
SoGoud Food by menti GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 2 Monate
Soccer Halle Nürnberg GmbH ( KICKFABRIK ),Standardgruppe,45 FAVORITEN,Zuletzt bestellt vor einem Tag
Society Nürnberg GmbH,Standardgruppe,165 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Solar Direktinvest GmbH,Standardgruppe,14 FAVORITEN,Einladung noch nicht angenommen
Soluwa GmbH,Standardgruppe,1 FAVORITEN,Einladung noch nicht angenommen
Sonnen Plaza,Standardgruppe,55 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Sonnenhof Landgasthof,Standardgruppe,23 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Sontowski,Standardgruppe,5 FAVORITEN,Einladung noch nicht angenommen
Sontowski & Partner Group,Mittwoch,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sopra Financial Technology,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sopra Financial Technology Gmb,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sozelio,Standardgruppe,12 FAVORITEN,Zuletzt bestellt vor 4 Tagen
Soziokultur Fürth e.V.,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
SpVgg Diepersdorf Abteilung Fußball,Standardgruppe,5 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Spa Deluxe GmbH,Standardgruppe,31 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Space Between,Standardgruppe,7 FAVORITEN,Einladung noch nicht angenommen
Spacepub e. V. St. Peter Studentenwohnheim,Standardgruppe,38 FAVORITEN,Zuletzt bestellt vor einem Tag
Sparda Bank Nürnberg eG,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sparda Bank Nürnberg eG,Standardgruppe,6 FAVORITEN,Einladung noch nicht angenommen
Sparda Bank Nürnberg eG,Standardgruppe,5 FAVORITEN,Noch keine Bestellung seit ein Jahr
Sparda Bank Nürnberg eG,Standardgruppe,5 FAVORITEN,Noch keine Bestellung seit 2 Jahre
Sparda Bank Nürnberg eG,Standardgruppe,3 FAVORITEN,Zuletzt bestellt vor 5 Monaten
Sparda-Bank Nürnberg eG Filiale Karolinstraße,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 14 Tagen
Sparkasse Nürnberg,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Sparkasse Nürnberg,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 2 Jahre
Sparkasse Nürnberg - BeratungsCenter Röthenbach/Peg,Standardgruppe,3 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Speisegaststätte Veles,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Spielhalle "Jackpot",Standardgruppe,9 FAVORITEN,Zuletzt bestellt vor 7 Tagen
Spielodrom,Standardgruppe,2 FAVORITEN,Einladung noch nicht angenommen
Spielodrom Casino Gaming GmbH,Standardgruppe,8 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Spielodrom Casino Gaming GmbH,Standardgruppe,12 FAVORITEN,Zuletzt bestellt vor 12 Tagen
Spielodrom Casino Gaming GmbH,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 15 Tagen
Spielodrom Spielhalle Nürnberg,Standardgruppe,8 FAVORITEN,Zuletzt bestellt vor 10 Tagen
Spieltreff Vegas,Standardgruppe,4 FAVORITEN,Zuletzt bestellt vor einem Jahr
Spiris Taverne,Standardgruppe,35 FAVORITEN,Zuletzt bestellt vor 3 Monaten
Spitiko,Standardgruppe,37 FAVORITEN,Zuletzt bestellt vor einem Jahr
Spitiko KU-Depot,Standardgruppe,6 FAVORITEN,Zuletzt bestellt vor einem Jahr
Sport.Park Nordwest,Standardgruppe,26 FAVORITEN,Noch keine Bestellung seit 5 Monate
Sportcentrum Nürnberg GmbH,Standardgruppe,34 FAVORITEN,Zuletzt bestellt vor 2 Monaten
SportdocsFranken,Standardgruppe,11 FAVORITEN,Zuletzt bestellt vor 21 Tagen
Sportheim Dechsendorf wg. KU,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sportheim Diepersdorf,Standardgruppe,16 FAVORITEN,Zuletzt bestellt vor 3 Monaten
Sportheim Schönberg,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Sportpark im Moor Bei Jana,Standardgruppe,3 FAVORITEN,Noch keine Bestellung seit 2 Jahre
Sportsbar Gostenhof,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sportsbar im Hauptbahnhof Nürnberg,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Sportscafe Friends Bar,Standardgruppe,28 FAVORITEN,Zuletzt bestellt vor 3 Monaten
Sportscafe Steki,Mittwoch,93 FAVORITEN,Zuletzt bestellt vor einem Tag
Sportverein Schwaig e.V.,Standardgruppe,1 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Sportverein Schwaig e.V.,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
St. Nikolaus-Quelle Malborn,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
St. Paddy's in der Himmelsreiter,Standardgruppe,84 FAVORITEN,Zuletzt bestellt vor einem Jahr
StV! Franko Alemannia,Standardgruppe,21 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Stadt Nürnberg,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Stadt Nürnberg,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Stadt Nürnberg - Feuerwehr,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 7 Monate
Stadt Nürnberg - Jugendhaus,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Stadt Nürnberg Amt für Geoinformation,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 9 Tagen
Stadt Nürnberg Feuerwehr,Standardgruppe,19 FAVORITEN,Zuletzt bestellt vor einem Monat
Stadt Nürnberg Jugendamt,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 17 Tagen
Stadt Nürnberg Jugendamt,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Stadt Nürnberg KUF,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Stadt Nürnberg/ Gemeinschaftshaus Langwasser,Standardgruppe,12 FAVORITEN,Zuletzt bestellt vor 5 Monaten
Stadtliebe Fürth GmbH & Co.KG,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Stadtmission e.V. Stütz- und Förderklassen,Standardgruppe,20 FAVORITEN,Einladung noch nicht angenommen
Stadtparkcafé Fürth,Standardgruppe,101 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Stadtverband Nürnberg der Kleingärtner e.V.,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Star Lounge,Standardgruppe,37 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Star Tender AG,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Stari Most,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Stauch-Eckmann,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Staudt GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Stavrou,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Staytoo Apartments,Standardgruppe,1 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Stefan Scheubeck,Standardgruppe,FAVORITEN HINZUFÜGEN,Keine Einladung erstellt (Erstellt am 23.04.25)
Stefan Sperber GmbH,Standardgruppe,8 FAVORITEN,Noch keine Bestellung seit 2 Jahre
Stefania's Café,Mittwoch,FAVORITEN HINZUFÜGEN,Daten unvollständig
Steffen Städtler,Standardgruppe,16 FAVORITEN,Zuletzt bestellt vor einem Monat
Steffens,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Steffi Kellner,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Steigerwald,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Steinbock Boulderhalle,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Steiner,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Steiner's Essen Trinken Feiern,Standardgruppe,92 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Steinmann,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Steinplatte Fine Dining GmbH,Standardgruppe,92 FAVORITEN,Zuletzt bestellt vor 4 Tagen
Steki,Standardgruppe,24 FAVORITEN,Zuletzt bestellt vor einem Jahr
Stellwerk,Standardgruppe,27 FAVORITEN,Zuletzt bestellt vor 6 Monaten
Stellwerk - Janes Rippstein,Standardgruppe,19 FAVORITEN,Zuletzt bestellt vor 5 Tagen
Stephan Pellegrini GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Stephan Zipperer,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 7 Monate
Sternschnuppenkrippe,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Steuerkanzlei Herberg,Standardgruppe,11 FAVORITEN,Einladung noch nicht angenommen
Steuerkanzlei Karaduman,Standardgruppe,3 FAVORITEN,Zuletzt bestellt vor einem Monat
Steuerkanzlei Melina Lemonis,Standardgruppe,9 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Stiftung ear,Standardgruppe,16 FAVORITEN,Zuletzt bestellt vor 4 Tagen
Strandcafe,Standardgruppe,164 FAVORITEN,Zuletzt bestellt vor 23 Tagen
Strandcafé am Brombachsee,Standardgruppe,2 FAVORITEN,Einladung noch nicht angenommen
Straßer,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Streubräu EG,Standardgruppe,7 FAVORITEN,Noch keine Bestellung seit 3 Monate
Strike Bowlingcenter,Standardgruppe,5 FAVORITEN,Noch keine Bestellung seit ein Jahr
Strohmenger,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Stromers Finest Bistro,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Strong Type Systems GmbH,Standardgruppe,7 FAVORITEN,Zuletzt bestellt vor 6 Monaten
Struck,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Struck,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Stubenhocker,Standardgruppe,32 FAVORITEN,Zuletzt bestellt vor 3 Monaten
Studentenwerk Oberfranken,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Studentenwohnheim Kühnhoferstraße 2,Standardgruppe,9 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Studentenwohnheim Max Kade,Standardgruppe,6 FAVORITEN,Zuletzt bestellt vor einem Jahr
Studierendencafe FAU WISO,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 7 Monate
Studierendencafe Trichter,Standardgruppe,16 FAVORITEN,Zuletzt bestellt vor einem Tag
Studio Diskothekenbetriebs GmbH - Bad Habit Club,Standardgruppe,75 FAVORITEN,Zuletzt bestellt vor 8 Stunden
Studio Gong GmbH & Co. Studio-,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Studio Sufuco Architekt:innen BDA,Standardgruppe,2 FAVORITEN,Zuletzt bestellt vor 6 Tagen
Style II Color,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Styleconcept Store,Standardgruppe,40 FAVORITEN,Zuletzt bestellt vor einem Jahr
Städtler,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Städtler Logistik GmbH,Standardgruppe,19 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Sumitomo (SHI) Demag Plastics Machinery GmbH / Anwendungstechnik,Standardgruppe,10 FAVORITEN,Zuletzt bestellt vor 15 Tagen
Sumitomo (SHI) Demag Plastics Machinery GmbH / Pforte,Standardgruppe,7 FAVORITEN,Zuletzt bestellt vor 8 Monaten
Sumitomo (SHI) Demag Plastics Machinery GmbH / Vertriebsgebäude,Standardgruppe,14 FAVORITEN,Zuletzt bestellt vor einem Tag
Sundays,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
